评论ID,分词结果
3292202158,看 完 这么 多季 的 海绵 宝宝 深深 觉得 章鱼 哥才 是 比基尼 海滩 最 正常 的 那个
3292127079,这种 视频 跟 网 抑云 的 本质 差不多 吧 个人 看法 不喜 勿 喷
3292088284,海绵 宝宝 你 知道 海星 怎么 进食 吗
3299159560,你 知道 你 如何 上 厕所 的 吗 不要 刷同 人 梗 好 不
3292023088,比 快乐 更 快乐 的 事 不 把 伤害 带给 别人
3291878762,up 主 这些 语音 都 是从 动漫 里 剪辑 出来 的 单字 拼 的 吗 还是 有 语音 包
3291369621,我 就是 带 预言家 预测 会火
3291373757,预测 会火
3291360812,到 点 了 上 号
3591183129,爬 恶心
3291346492,我 是 真的 喜欢 章鱼 哥 从 小时候 开始 就 喜欢 不 知道 为什么 就是 莫名 的 喜欢 并且 我 不 喜欢 派大星
3291138046,普通人 一个 普通 的 成年人
3291023155,是 动画 作者 刻意 描绘出 这样 一个 角色 还是 因为 我们 大 了 懂得 多 了 所以 才 有 了 这种 共存 感
3290930207,网抑 云
3433411259,梗 小鬼 宁来
3433835732,玩烂 梗 的 fw
3290587785,人人 都 笑 章鱼 哥 人人 都 是 章鱼 哥
3290381060,加油 ~
3290329614,评论 区 直接 网抑 云
3290337359,这里 埋葬 的 是 章鱼 哥 的 梦想
3290243635,所有人 都 在 笑 除了 他
3289958761,丧归丧 毕竟 现实 与 梦想 之间 会 总有 差距 认清 现实 后 定下 一个 切实可行 的 目标 像 海绵 宝宝 一样 接着 前进 说不定 咸鱼 就 能 翻身 了 呢
3289890551,章鱼 哥 吹 的 是 什么 曲子
3289579954,想 知道 中间 的 歌 是 up 自己 编 的 吗
3289537314,为什么 总说 老 网易 云 了 跟风 吗
3289511142,这里 埋葬 的 是 我 的 梦想
3289483543,相信 明天 一定 会 更 美好
3289462108,我 大概 第一次 看 也许 是 五岁 吧 我 就 觉得 章鱼 哥 好惨 也 不 知道 到底 惨在 哪 现在 想 了 想 可能 就是 没有 主角 光环 吧
3289230737,从小 都 不 知道 为什么 身边 的 人 都 喜欢 海绵 宝宝 却 讨厌 章鱼 哥 明明 海绵 宝宝 造成 了 很多 烦恼 为什么 连 大人 都 喜欢 过去 了 的 数 年间 我 渐渐 明白 了 大人 喜欢 是因为 向往 不愿 承认 自己 活 的 和 章鱼 哥 一样 而 小孩子 喜欢 则 是因为 目前 情况 下 海绵 宝宝 和 自己 很 像 和 同类 一样 很 快乐 个人见解
3288579108,靠 看 了 最近 的 章鱼 哥 和 海绵 宝宝 doi 尼玛 无法 直视 章鱼 哥 了
3288503789,能 告诉 我 这个 歌叫 什么 名字 吗
3289484486,DJ Okawari - Flower Dance
3288492612,很 感人 的 一句 话 : 08 年 我 18 她 也 1809 年 我 19 她 还 在 18
3298247045,老网 抑云 了
3300469022,回复 : 中国 有 9500 万 抑郁症 患者 网抑 云 是 讽刺 小 部分 装 抑郁 的 人 而 不是 群嘲 我 就是 分享 一句 我 喜欢 的话 怎么 就 网 抑云 了
3300534215,回复 : 我 只是 觉得 这种 话 有些 无病呻吟 罢了
3313638563,回复 : 这 呻吟 了 什么 了 啊 你 告诉 我 是不是 只要 悲伤 的话 就是 无病呻吟
3314021110,回复 : 杠 就 硬杠 个人 看法 懂 ?
3287964339,小时候 觉得 章鱼 哥 不好玩 不好 笑 老 讨厌 了 终究 还是 活成 了 自己 讨厌 的 样子
3291192609,只是 变得 成熟 了
3287941944,我们 大多数 都 是 一个个 章鱼 哥
3287604335,网抑 云网 抑云网 抑云网 抑云网 抑云网 抑云网 抑云
3313639568,玩烂 梗 玩烂 梗 玩烂 梗 玩烂 梗 玩烂 梗 玩烂 梗 玩烂 梗
3433835572,玩烂 梗 的 fw
3433842187,回复 : 网抑 云网 抑云网 抑云
3433886552,回复 : 玩烂 梗 的 fw
3514475914,老烂 梗 小鬼 了 智商 低 看不懂 就 滚 远点 硬要 秀 智商 属实 笑死 我 了
3287586894,b 站 财富 密码
3293835776,财富 密码 什么 是 财富 密码 刚 看到 一个 新词 就 来 用
3297855123,回复 : 我 很 好奇 你 是 如何 闲 的 从 几千条 弹幕 中 找到 这 条 弹幕 然后 来杠 我 的
3297849236,回复 : 杠精 传人 吗 那 你 给 我 解释 解释 什么 是 财富 密码 仔细 一点
3298501173,回复 : 杠 无脑 用词 你 一直 可以 的 财富 密码 指 通过 某种 欺骗 行为 博取 他人 同情心 或者 钱财 请问 你 怎么 看 出来 的 呢 解释 解释 我 还 杠 你 这 叫 什么 嘴长 在 屁股 上
3298506242,回复 : b 站 没 玩 明白 还 出来 丢人现眼 原来 评论 区 是 弹幕 啊
3298570257,回复 : 另外 就算 我 不 懂 什么 弹幕 评论 区 也 不能不 说明 你 是 杠精 懂 转移 话题 有意思
3298611385,回复 : 我 现在 有 一个 答案 和 一个 想要 的 事实 事实 是 你 是 个 杠精 想要 的 答案 是 财富 密码 的 解释 可是 你 一个 都 不 给 如果 接下来 你 还是 说明 与此无关 的 东西 那么 以后 你 出门时 记得 带 脑子 说话 也 记得 过遍 脑子 而 不是 成天 在 评论 区 找 存在 感 阴阳怪气 真 以为 你 的 意见 那么 重要 真 以为 你 杠人 有意思
3298688058,回复 : 呵呵 你 这种 人 我 见得多了
3298694833,回复 : 阴阳怪气 你 一直 可以 的 无脑 找 存在 你 一直 可以 的
3298707701,回复 : 再说 我用 不用 这次 碍 你 事 了 找 存在 感非 要 杠
3298717179,回复 : 和 你 名字 可真 搭 喜欢 爬且 贱
3298726179,你 这 b 站 的 蛆虫 成天 在 这 恶心 人 有意思 吗
3298723875,回复 : 给爷 爬 吧 你 这 蛆虫
3298724840,回复 : 真 把 自己 当回事 了 地球 没 你 不 转 了 找 什么 存在 感
3385006392,回复 : 自 己 形 容 自 己
3433399937,真 就 众人皆醉 我 独醒 狗头 不是 免死 金牌
3433824949,你 这种 ex 的 fw 赶紧 爬
3514480784,u1s1 没什么 比 听 没脑子 的 人 讲 逻辑 更让人 尴尬 的 了 我 的 妈 这 逻辑 水平 怕 是 小学 都 没 哦
3969931464,你 不是 来 找 存在 感
3969933156,回复 : 赶紧 爬 吧 记住 别脏 了 地板
3969937630,回复 : 你 这 蛀虫
3969938693,回复 : 你 来 这 视频 发 毫不相关 的 评论 来说 别人 杠宁 要点 脸 吗
3969939166,回复 : 别人 没说 过 的 自己 发出 来 了
3287449280,孩子 半夜 盯 着 手机 落下 眼泪 那 怎么办 多半 是 网抑 云 了 打 两 巴掌 就 可以 了
3286813602,动画片 并不一定 幼稚 但是 一定 没有 成人 世界 的 勾心斗角
3286710752,小时候 不 明白 章鱼 哥 为啥 总是 不 高兴 长大 了 不 明白 海绵 宝宝 为啥 总是 那么 高兴
3286566534,小 的 时候 以为 自己 是 主角 海绵 宝宝 长大 了 才 发现 我 是 章鱼 哥
3286508977,加油 奥利 给
3286318859,小时候 不 明白 章鱼 哥 为什么 整天 不 开心 长大 了 不 明白 海绵 宝宝 为什么 总是 这么 开心
3286315777,最 清醒 的 人 往往 最 痛苦
3285870051,小时候 一直 没看 懂 章鱼 哥 甚至 有点 讨厌 他 现在 才 差不多 理解 这个 角色 的 人设 了
3285793908,很多 人 二十岁 己经 死 了 八十多 的 时候 才 埋 进土里
3285726716,章鱼 哥 的 配音员 李易 老师 去世 了
3285722467,看 哭 了 白 嫖 失败
3285626783,明天 会 更好 吧
3285479584,一直 觉得 海绵 宝宝 猫和老鼠 这 俩 动漫 前期 我们 看 的 部分 是 真的 现实 啊
3285442159,代替 梦想 的 也 只能 是 勉为其难
3285313061,海绵 宝宝 你 知道 海星 是 怎样 进食 的 吗
3285297577,emm
3285215318,别乱 刷 梗 好 吗 这 视频 跟 抑郁 有 什么 关系
3284739477,你们 也许 知道 海绵 宝宝 和 派 大星 有 可以 原谅 他们 的 家人 可是 你 不 知道 和 章鱼 哥 有关 的 人 都 在 刁难 章鱼 哥
3284626310,明 天 会 更 好
3284603913,夜曲
3284481059,对不起 各位 网抑 云
3284409649,你 是 个 艺术家 章鱼 哥
3284398825,兄弟 们 要 不要 我 的 收藏 歌单 全是 纯音乐 并且 只有 几个 不算 特别 好 有些 激情
3284284485,我 曾经 也 有 过 梦想 但 却 被 现实 与 权利 被 摧毁
3284238478,活 了 十九 载 就 发现 了 人生 有 两大苦 一 自己 的 能力 配不上 自己 的 野心 二 不断 接受 自己 是 个 不过 是 个 普普通通 的 平凡人 树立 起来 的 梦想 轻易 地被 打破 我 努力 过 我 奋斗 过 但 在 现实 面前 却 仿佛 那么 的 荒唐 可笑
3284090678,你 是 谁 呢 我 在
3283810302,知道 为什么 海绵 宝宝 没有 第二部 吗
3283914916,不是 都 出到 十几部 了
3283749708,很 厉害
3283698788,首页 通知书 来 啦
3283439086,章鱼 哥 我们 一起 当派 大星 吧
3283300055,章鱼 哥是 个 天才
3283257007,明天 更 美好
3282924835,前面 章鱼 哥说 的 两个 字 没错 去 死
3282325885,章鱼 哥比派 大星 好 亿倍
3291539310,不 一定
3282225670,明天 一定 会 更 美好 的 或者 选择 今天 就 快乐
3282189644,这个 作品 从 年初 做到 现在 可以 说 是 我 做 的 时间 最长 的 一个 作品 了 中间 断断续续 因为 我 的 能力 有限 多次 打算 放弃 这个 视频 的 制作 但是 我 最后 还是 磨 了 出来 从 歌词 到 混音 我 推翻 重做 了 十几次 因为 章鱼 哥 的 台词 不 多 而且 很多 台词 因为 语气 声调 的 不同 而 不能 使用 歌词 便 写 了 又 改改 了 又 写 自己 也 想 过 自己 做 这个 视频 花 了 这么 长时间 播放 量 如果 还是 非常 惨淡 那该 怎么办 可是 我 还是 选择 做 这个 视频 因为 这个 视频 对 我 来说 有着 不同 的 意义 里面 的 歌词 或多或少 都 有着 自己 的 想法
3282144534,明天 一定 会 更 美丽 的
3282123576,今天 不 开心 没关系 反正 明天 也 不好过
3281713981,章鱼 哥 其实 就是 个 充满 讽刺 的 角色 . 看 了 那么 多集 海绵 宝宝 感觉 章鱼 哥像 极了 充满 公利 虚荣心 的 社会 大人 只不过 是 带 着 悲剧 色彩 的 做 什么 都 不 成功
3282157460,因为 他 最 真实
3281595415,直到 过 了 几年 遇到 了 一个 紫薯 就 一起 走 了
3281421483,还 没到 凌晨 暂 不 评论
3281313836,BGM : Flower Dance
3281156962,去 衡水 3 次 家长 都 说 再 让 我 考 一次 嘴上 说 着 不烦 我 实际上 每次 考完 都 要说 我 一顿 有时候 真 希望 自己 是 个 傻子 宁愿 被 家人 抛弃
3281080216,做 的 真的 超好 的 up 加油 ( _ )
3281017391,泪目
3280999615,有点 鸡汤
3280614086,海绵 宝宝 是 宝宝
3280620266,梦想 总是 被 现实 打败
3280612104,哈哈
3280465817,对不起 哔抑 哔 抑有 被 笑 到
3280341040,请 看看 简介 以及 这里 不 适合 玩网 抑云 梗
197706043632,也 不全是 玩 梗 的 只是 陷入 了 那种 情绪 出不来 而已
209791147280,这 不是 玩 梗 你 扪心自问 一下 世界 上 真正 实现 自己 梦想 的 人 能 有 多少 大多数 都 把 自己 梦想 埋葬 了 屈服于 现实
209847497488,回复 : 呃 你 需要 了解 一下 网抑 云 梗 是 啥 当年 很火 导致 网上 有点 表达 消极情绪 的 都 会 被 一群 梗 小鬼 吐槽 网 抑云 我 不 知道 你 说 的 这些 东西 在 反驳 我 什么 奇奇怪怪 的
270999016928,回复 : 他们 理解 反 了 你 说 的 应该 是 给 别人 扣网 抑云 帽子 的 吧
3280112962,12 点 了 网 抑云 走 起
3279999470,说真的 我 现在 19 岁 回头 望去 全是 失败 痛苦 伤痕 和 快 被 折磨 待 尽 的 不甘 言语 无法说明 我 只能 带上 另 一个 人格 面具 来 包装 自己
3279693052,为啥 没 把 蟹 老板 那句 这里 埋着 章鱼 哥 的 梦想 加进去
3279678896,小时候 不 懂 现在 什么 懂 了
3279452185,长大 之后 我们 哭 得 更 少 但 哭 得 也 更 悲伤
3279361477,不 章鱼 哥 你 有 海绵 宝宝 爱
3278832982,他 算是 这个 动画 唯一 一个 正常人 但 正常 在 这个 动画 没有 用
3278596582,未来 我 还 没 准备 好
3278299998,人人 都 笑 章鱼 哥 人人 都 是 章鱼 哥
3277630405,评论 区里 某些 网抑 云 的 玩 梗 适度 谢谢
3305225035,只是 反噬 罢了
3277484558,建议 上网 抑云
3275909855,人生 轨迹 不 一定 会 按 你 喜欢 的 方式 运行
3275146808,这歌 太 真实 了 这 不 就是 我 吗
3274854324,我 感觉 他 不是 个 失败者 他 只是 无数 正常人 的 缩影 罢了
3274731115,为什么 这里 还有 刷网 抑云 的 梗 不 看 视频 就 地图 炮 视频 也 分类 的 呀 悲伤 的 视频 自然 有 负面 情绪 你们 这些 疯狂 刷网 抑云 的 可 真的 太 6 了
3276445350,乱刷 梗 的 人 现在 太多 了 多少 小圈子 因为 玩 梗 小鬼 被 污染 只有 人家 抽象 圈 发扬光大 虽然 刷 抽象 梗 的 可能 连 李老八是 谁 都 不 知道
3278730295,回复 : 之前 有 一件 事 网友 无脑 玩 梗 不是 还 被 点名 批评 了 吗 被 官方
3278876075,回复 : 不 清楚 诶
3274686951,以前 最 不 喜欢 章鱼 哥 长大 才 发现 他 就是 我们 自己
3274681085,泪目
3274485040,好多 低龄 的 孩子 我 走 了
3274379152,你们 这帮 刷网 抑云 的 小鬼 就 会 跟风 现在 好多 稍微 忧伤 感动 点 的 音乐作品 作者 在 上面 都 得 加个 网 抑云怕 你们 乱 喷 随着 你们
3274201729,多 希望 自己 不 看清 这个 世界
3274062810,生而为 人爷 爽 的 一批
3273962086,是 啊 生活 就是 这样
3273691603,老抑 站 了
3273636714,这 也许 就是 慢工 出 细活 吧
3273012033,有人 说 海绵 宝宝 诠释 了 七宗罪 的 奥义
3272944421,小时候 总是 在 想 章鱼 哥 为什么 总是 在 生气 长大 了 却 想不通 派大星 为什么 总是 那么 开心
3364520483,派大星 只是 为了 合群 故意 让 自己 疯疯 傻傻 可惜 最后 与 海绵 宝宝 走得 越来越 远
3271786112,网抑 云
3271354130,老网 抑云 了
3270672558,以前 看着 章鱼 哥 倒霉 笑 的 在 床上 打滚 直到 有 一天 章鱼 哥 倒霉 的 模样 不再 给 我 快乐 反而 是 一种 无奈 大概 这 就是 心智 成长 了 吧
3270408357,一个个 评论 的 都 没 看过 海绵 宝宝 吧 有 一集 章鱼 哥 离开 海绵 宝宝 到 一群 章鱼 里 过 上 了 自己 最 想要 的 生活 两天 就 觉得 这样 的 生活 索然无味 然后 开始 玩 海绵 宝宝 留下 的 吸尘器 之后 就 回到 老 地方 了
3270337448,没事 的 每个 人 大概 都 会 经历 一些 情绪 崩溃 或者 极端 的 时刻 会 好 的 会 熬过来 的
3270271038,老网 抑云 了
3270078548,有 被 致郁 到
3269906688,小时候 觉得 章鱼 哥 真的 很 格格不入 为什么 他 总是 丧着 个 脸 总是 很毁 气氛 长大 了 再 看看 发现 我们 很多 人 其实 但是 章鱼 哥像 海绵 宝宝 这样 的 人 是 很少 的
3269657382,安静 一下 啦 小章鱼
3269279726,现在 回想 章鱼 哥 好像 就 没 成功 过
3268106469,白 嫖 失败
3267977123,生而为 人 我 很 抱歉
3267160975,2 级 号 是 一种 可爱 的 猫科 生物 它会 蹭 蹭 所有 路过 点赞 的 人 发出 软乎乎 的 喵 喵 声 乖巧 的 等 着 被 rua ( = = ) 咳咳 我 叫 一声 哼哼 哼 喵 啊啊啊 啊啊啊 啊啊啊 啊 啊啊啊 啊啊啊 啊啊啊 啊啊啊
3269973830,你 怎么 这么 臭
3266874150,作者 都 不 知道 海绵 宝宝 还 能 被 你们 看出 这种 意思 吧
3267281224,海绵 宝宝 在 美国 本来 就 没 被 定为 儿童 动画 好 吧 你 有 真正 了解 过 它 吗 假粉
3269088781,回复 : 不好意思 我 在 10 多岁 的 时候 还 真 就 没 看 出来 这个 意思
3269096168,回复 : 可能 我 的 知识 文化 水平 不像宁 10 岁 就 通过 海绵 宝宝 看出 了 人生哲理
3269100995,回复 : 当然 也 可能 是因为 我 身边 的 孩子 没 你 那 成熟 我 身边 的 朋友 从来 都 是 当做 动画 看 的
3269555967,我 觉得 你 顶多 也 就是 10 岁
3270898088,回复 : 我 9 岁
3270919602,回复 : 打扰 了
3270959686,回复 : 没事
3273828938,回复 : 海绵 宝宝 真的 蕴含着 很多 哲理 的 他 不单单是 一个 搞笑 动漫 里面 还有 对 生活 人性 等等 东西 的 一个 讽刺 批判 体现 思考 其实 很多 的 美国 动漫 都 具有 这样 的 讽刺 意味 的 比如 猫和老鼠 就是 这样 的 如果 你 十岁 的 时候 没 看 出来 那么 现在 长大 了 再 看 一次 可能 就 会 有 一些 新 的 体会 还有 就是 说话 能 不能 别用 这么 一个 令人 emmmm 讨厌 的 这种 阴阳怪气 的 语气 啊 我 叫 你 宁宁 听 着 好受 吗 宁 说话 就 不能 考虑一下 别人 的 感受 吗 你 看 有没有 觉得 很 讨厌 想 揍 我 拉 黑 我 的 这 样子 顺便 说 一下 你 要是 觉得 我 说 的 有 啥 不 对 你 可以 指出 来 我 觉得 我们 还有 理论 的 空间
3273834238,另外 作者 也 可能 真的 想 让 大家 看 出来 呢 说话 不要 这么 决断 啊
